key,turkish,english,source_file,line,raw_snippet
AracBasariliAramaYapildiDetaylarGizlendi,[Araç Başarılı: Arama yapıldı (Detaylar gizlendi)],,ChatFlowService.cs,1056,[Araç Başarılı: Arama yapıldı (Detaylar gizlendi)]
AracBasariliTerminalKomutuCalistirildi,[Araç Başarılı: Terminal komutu çalıştırıldı],,ChatFlowService.cs,1057,[Araç Başarılı: Terminal komutu çalıştırıldı]
TaskResToolNameTamamlandi,✅ {taskRes.ToolName} tamamlandı,,ChatFlowService.cs; ChatFlowService.cs; ChatFlowService.cs,1079,✅ {taskRes.ToolName} tamamlandı
TaskResToolNameAracindaBirHataOlustuAIHatayiInceleyipDuzeltmeDenemesiYapiyor,❌ {taskRes.ToolName} aracında bir hata oluştu. AI hatayı inceleyip düzeltme denemesi yapıyor.,,ChatFlowService.cs,1124,❌ {taskRes.ToolName} aracında bir hata oluştu. AI hatayı inceleyip düzeltme denemesi yapıyor.
AracHatasiTaskResToolName,Araç hatası: {taskRes.ToolName},,ChatFlowService.cs,1127,Araç hatası: {taskRes.ToolName}
ChatFlowUyariAssistantMessageIcerikBosStreamingVeyaModelYanitiEksik,[ChatFlow] Uyarı: assistantMessage içerik boş (streaming veya model yanıtı eksik).,,ChatFlowService.cs,1145,[ChatFlow] Uyarı: assistantMessage içerik boş (streaming veya model yanıtı eksik).
IslemTamamlandi,✅ İşlem tamamlandı,,ChatFlowService.cs,1153,✅ İşlem tamamlandı
IslemDonguLimitineUlastiVeDurduruldu,⚠️ İşlem döngü limitine ulaştı ve durduruldu.,,ChatFlowService.cs,1160,⚠️ İşlem döngü limitine ulaştı ve durduruldu.
QADenetimAjaniCalisiyor,🔍 QA Denetim Ajanı çalışıyor...,,ChatFlowService.cs,1172,🔍 QA Denetim Ajanı çalışıyor...
QADenetimAjaniDevrede,🔍 QA Denetim Ajanı devrede...,,ChatFlowService.cs,1173,🔍 QA Denetim Ajanı devrede...
SenBirKodDenetimUzmanisinAsagidakiKoduInceleOlasiHatalarEksikEdgeCaseLerGuvenlikSorunlariVeIyilestirmelerOlupOlmadiginiK,"Sen bir kod denetim uzmanısın. Aşağıdaki kodu incele: olası hatalar, eksik edge case'ler, güvenlik sorunları ve iyileştirmeler olup olmadığını kontrol et. Sadece düzeltilmiş kodu kod bloğu içinde ver, ek açıklama yapma.",,ChatFlowService.cs,1179,"Sen bir kod denetim uzmanısın. Aşağıdaki kodu incele: olası hatalar, eksik edge case'ler, güvenlik sorunları ve iyileştirmeler olup olmadığını kontrol et. Sadece düzeltilmiş kodu kod bloğu içinde ver, ek açıklama yapma."
QADenetimAjaniTamamlandi,✅ QA Denetim Ajanı tamamlandı,,ChatFlowService.cs,1183,✅ QA Denetim Ajanı tamamlandı
UIRefaktorAjaniCalisiyor,🎨 UI & Refaktör Ajanı çalışıyor...,,ChatFlowService.cs,1191,🎨 UI & Refaktör Ajanı çalışıyor...
UIRefaktorAjaniDevrede,🎨 UI & Refaktör Ajanı devrede...,,ChatFlowService.cs,1192,🎨 UI & Refaktör Ajanı devrede...
SenBirKodTemizlemeVeUIGelistirmeUzmanisinAsagidakiKoduAlKodTemizligiYapDahaOkunabilirHaleGetirEgerUIKoduVarsaIyilestirSa,"Sen bir kod temizleme ve UI geliştirme uzmanısın. Aşağıdaki kodu al: kod temizliği yap, daha okunabilir hale getir, eğer UI kodu varsa iyileştir. Sadece son hali kod bloğu içinde ver.",,ChatFlowService.cs,1198,"Sen bir kod temizleme ve UI geliştirme uzmanısın. Aşağıdaki kodu al: kod temizliği yap, daha okunabilir hale getir, eğer UI kodu varsa iyileştir. Sadece son hali kod bloğu içinde ver."
UIRefaktorAjaniTamamlandi,✅ UI & Refaktör Ajanı tamamlandı,,ChatFlowService.cs,1202,✅ UI & Refaktör Ajanı tamamlandı
FirstSMuSYoksaSSecondSMiSMi,(?<first>.+?)\s+mu\s+yoksa\s+(?<second>.+?)(?:\s+mı|\s+mi|\?),,ChatFlowService.cs,1286,(?<first>.+?)\s+mu\s+yoksa\s+(?<second>.+?)(?:\s+mı|\s+mi|\?)
VarsayilanSeninSectigin,Varsayılan / senin seçtiğin,,ChatFlowService.cs,1305,Varsayılan / senin seçtiğin
KendimBelirleyecegim,Kendim belirleyeceğim,,ChatFlowService.cs,1306,Kendim belirleyeceğim
HataBilgisiAlinamadiLutfenTerminalCiktisiniKontrolEdin,Hata bilgisi alınamadı. Lütfen terminal çıktısını kontrol edin.,,ChatFlowService.cs,1341,Hata bilgisi alınamadı. Lütfen terminal çıktısını kontrol edin.
CiktiOnizlemesiOutputPreview,(Çıktı önizlemesi: {outputPreview}),,ChatFlowService.cs,1359, (Çıktı önizlemesi: {outputPreview})
Olustur,oluştur,,ChatFlowService.cs; ChatPanelModels.cs,1377,oluştur
Gelistir,geliştir,,ChatFlowService.cs,1377,geliştir
Veritabani,veritabanı,,ChatFlowService.cs,1380,veritabanı
Sifirdan,sıfırdan,,ChatFlowService.cs,1381,sıfırdan
Duzelt,düzelt,,ChatFlowService.cs,1387,düzelt 
Duzelt2,düzelt.,,ChatFlowService.cs,1387,düzelt.
Duzelt3,düzelt!,,ChatFlowService.cs,1387,düzelt!
Degistir,değiştir,,ChatFlowService.cs,1387,değiştir
Guncelle,güncelle,,ChatFlowService.cs,1387,güncelle
YenidenAdlandir,yeniden adlandır,,ChatFlowService.cs,1388,yeniden adlandır
Kaldir,kaldır,,ChatFlowService.cs,1388,kaldır 
YazimHatasi,yazım hatası,,ChatFlowService.cs,1390,yazım hatası
HataDuzelt,hata düzelt,,ChatFlowService.cs,1390,hata düzelt
DevreDisiAraclar,Devre dışı araçlar,,ChatFlowService.cs,1424,Devre dışı araçlar
KullanBuAraclari,kullan bu araçları,,ChatFlowService.cs,1426,kullan bu araçları
BuAraclarDevreDisi,bu araçlar devre dışı,,ChatFlowService.cs,1426,bu araçlar devre dışı
DevreDisiAraclarStringJoin,[Devre dışı araçlar: {string.Join(,,ChatFlowService.cs,1433,\n\n[Devre dışı araçlar: {string.Join(
KullaniciBuAraclariKapatmisEgerBirGoreviYapmakIcinBuAraclardanBirine,Kullanıcı bu araçları kapatmış. Eğer bir görevi yapmak için bu araçlardan birine,,ChatFlowService.cs,1434,Kullanıcı bu araçları kapatmış. Eğer bir görevi yapmak için bu araçlardan birine 
KesinlikleIhtiyacinVarsaKullaniciyaAraclarMenusundenAracAdiAraciniAcinizSeklindeBilgiVer,"kesinlikle ihtiyacın varsa, kullanıcıya 'Araçlar menüsünden [araç adı] aracını açınız' şeklinde bilgi ver.",,ChatFlowService.cs,1435,"kesinlikle ihtiyacın varsa, kullanıcıya 'Araçlar menüsünden [araç adı] aracını açınız' şeklinde bilgi ver."
PROJEKURALLARIVEANAYASASICONSTITUTIONAsagidakiKurallarBuProjeIcinOzelOlarakTanimlanmistirVeDigerHerSeydenDahaOnceliklidi,[PROJE KURALLARI VE ANAYASASI (CONSTITUTION)] Aşağıdaki kurallar bu proje için özel olarak tanımlanmıştır ve diğer her şeyden daha önceliklidir. Mutlaka bu kurallara uyarak çalış: {constitutionContent},,ChatFlowService.cs,1460,\n\n[PROJE KURALLARI VE ANAYASASI (CONSTITUTION)]\nAşağıdaki kurallar bu proje için özel olarak tanımlanmıştır ve diğer her şeyden daha önceliklidir. Mutlaka bu kurallara uyarak çalış:\n\n{constitutionContent}
ProjeGenelindeCalisAcikOlmayanDosyalarDaDahilOlmakUzereGerekliDosyalariFindFilesSearchCodeIleBulDuzenlemeGerekiyorsaIlgi,Proje genelinde çalış. Açık olmayan dosyalar da dahil olmak üzere gerekli dosyaları FindFiles/SearchCode ile bul. Düzenleme gerekiyorsa ilgili dosyaya gidip değişiklik yap.,,ChatFlowService.cs,1481,Proje genelinde çalış. Açık olmayan dosyalar da dahil olmak üzere gerekli dosyaları FindFiles/SearchCode ile bul. Düzenleme gerekiyorsa ilgili dosyaya gidip değişiklik yap.
AktifDuzenleyiciBaglami,[Aktif Düzenleyici Bağlamı],,ChatFlowService.cs,1487,[Aktif Düzenleyici Bağlamı]
AcikDosyaPathGetFileNameCurrentFilePath,Açık Dosya: {Path.GetFileName(currentFilePath)},,ChatFlowService.cs,1488,Açık Dosya: {Path.GetFileName(currentFilePath)}
SatirSayisiLineCountBoyutCharCountN0Karakter,Satır Sayısı: {lineCount} | Boyut: {charCount:N0} karakter,,ChatFlowService.cs,1497,Satır Sayısı: {lineCount} | Boyut: {charCount:N0} karakter
BilgiDosyaIcerigiTokenTasarrufuIcinGizlendiIcerigiGormekIcinReadFileAraciniKullanabilirsiniz,[Bilgi: Dosya içeriği token tasarrufu için gizlendi. İçeriği görmek için ReadFile aracını kullanabilirsiniz.],,ChatFlowService.cs,1498,[Bilgi: Dosya içeriği token tasarrufu için gizlendi. İçeriği görmek için ReadFile aracını kullanabilirsiniz.]
NotBuSohbetinNonSystemHistoryCountMesajlikGecmisiVarTokenButcesiIsLocalModelLocalModelHistoryTokenBudgetCloudModelHistor,[Not: Bu sohbetin {nonSystemHistory.Count} mesajlık geçmişi var. Token bütçesi ({(isLocalModel ? LocalModelHistoryTokenBudget : CloudModelHistoryTokenBudget):N0}) aşıldığı için yalnızca son {nonSystemHistory.Count - dropped} mesaj gönderildi.],,ChatFlowService.cs,1523,[Not: Bu sohbetin {nonSystemHistory.Count} mesajlık geçmişi var. Token bütçesi ({(isLocalModel ? LocalModelHistoryTokenBudget : CloudModelHistoryTokenBudget):N0}) aşıldığı için yalnızca son {nonSystemHistory.Count - dropped} mesaj gönderildi.]
VerificationIcinDegisenDosyalarStringJoin,🔍 Verification için değişen dosyalar: {string.Join(,,ChatFlowService.cs,1709,🔍 Verification için değişen dosyalar: {string.Join(
IstegiAnlamlandirVePlaniCikar,İsteği anlamlandır ve planı çıkar,,ChatPanelModels.cs,380,İsteği anlamlandır ve planı çıkar
IlgiliDosyalariIncele,İlgili dosyaları incele,,ChatPanelModels.cs,381,İlgili dosyaları incele
GerekliDegisiklikleriUygula,Gerekli değişiklikleri uygula,,ChatPanelModels.cs,382,Gerekli değişiklikleri uygula
DerlemeTestKontroluYap,Derleme/test kontrolü yap,,ChatPanelModels.cs,383,Derleme/test kontrolü yap
Duzenle,düzenle,,ChatPanelModels.cs,387,düzenle
IlgiliDosyalariGuncelle,İlgili dosyaları güncelle,,ChatPanelModels.cs,390,İlgili dosyaları güncelle
Hatali,hatalı,,ChatPanelModels.cs,394,hatalı
HataVarsaDuzeltVeTekrarKontrolEt,Hata varsa düzelt ve tekrar kontrol et,,ChatPanelModels.cs,397,Hata varsa düzelt ve tekrar kontrol et
Hazir,Hazır,,ChatPanelModels.cs; ChatPanelModels.cs; MainWindow.xaml.cs,413,Hazır
AIAsagidakiKomutuCalistirmakIstiyor,AI aşağıdaki komutu çalıştırmak istiyor:,,ConfirmCommandWindow.xaml; ConfirmCommandWindow.xaml.cs,12,"Text=""AI aşağıdaki komutu çalıştırmak istiyor:"""
KomutOnayi,Komut Onayı,,ConfirmCommandWindow.xaml.cs,20,Komut Onayı
KuruCalistir,Kuru Çalıştır,,ConfirmCommandWindow.xaml.cs,22,Kuru Çalıştır
IzinVer,İzin Ver,,ConfirmCommandWindow.xaml.cs,24,İzin Ver
Uyari,uyarı,,ContextOptimizerService.cs,23,uyarı
SkippedSatirAtlandiOptimizasyon,... [{skipped} satır atlandı (optimizasyon)] ...,,ContextOptimizerService.cs,59,\n... [{skipped} satır atlandı (optimizasyon)] ...\n
ArrayLengthItemsToKeepAtEnds2AdetObjeAtlandi,", ... [{arrayLength - (itemsToKeepAtEnds * 2)} adet obje atlandı] ... ,",,ContextOptimizerService.cs,89,",\n  ... [{arrayLength - (itemsToKeepAtEnds * 2)} adet obje atlandı] ...\n,"
HeadIcerikCokUzunOlduguIcinTextLengthMaxLengthKarakterAtlandiTail,{head} ... [İçerik çok uzun olduğu için {text.Length - maxLength} karakter atlandı] ... {tail},,ContextOptimizerService.cs,118,{head}\n\n... [İçerik çok uzun olduğu için {text.Length - maxLength} karakter atlandı] ...\n\n{tail}
GecersizProjeKlasoru,Geçersiz proje klasörü,,DependencyInstaller.cs,14,Geçersiz proje klasörü
Baslatiliyor,Başlatılıyor...,,DependencyInstaller.cs,16,Başlatılıyor...
NpmBulunamadiLutfenSisteminizeNodeJsVeNpmYukleyin,npm bulunamadı. Lütfen sisteminize Node.js ve npm yükleyin.,,DependencyInstaller.cs,26,npm bulunamadı. Lütfen sisteminize Node.js ve npm yükleyin.
PinnedPaketYuklemesiDeneniyor,Pinned paket yüklemesi deneniyor...,,DependencyInstaller.cs,33,Pinned paket yüklemesi deneniyor...
PinnedYuklemeBasarili,Pinned yükleme başarılı.,,DependencyInstaller.cs,37,Pinned yükleme başarılı.
PinnedPaketBasarisizFallbackDeneniyor,"Pinned paket başarısız, fallback deneniyor...",,DependencyInstaller.cs,41,"Pinned paket başarısız, fallback deneniyor..."
FallbackYuklemeBasarili,Fallback yükleme başarılı.,,DependencyInstaller.cs,45,Fallback yükleme başarılı.
GlobalYuklemeDeneniyorIzinGerektirebilir,Global yükleme deneniyor (izin gerektirebilir)...,,DependencyInstaller.cs,50,Global yükleme deneniyor (izin gerektirebilir)...
GlobalYuklemeBasarili,Global yükleme başarılı.,,DependencyInstaller.cs,55,Global yükleme başarılı.
TypeScriptLanguageServerPaketleriNpmIleYuklenemediManuelKurulumDeneyin,TypeScript/Language Server paketleri npm ile yüklenemedi. Manuel kurulum deneyin.,,DependencyInstaller.cs,59,TypeScript/Language Server paketleri npm ile yüklenemedi. Manuel kurulum deneyin.
NpmBulunduPyrightNpmYuklemesiDeneniyor,"npm bulundu, pyright (npm) yüklemesi deneniyor...",,DependencyInstaller.cs,74,"npm bulundu, pyright (npm) yüklemesi deneniyor..."
PyrightNpmBasariylaYuklendi,pyright (npm) başarıyla yüklendi.,,DependencyInstaller.cs,78,pyright (npm) başarıyla yüklendi.
NpmBasarisizVeyaYokPipIlePyrightYuklemesiDeneniyor,npm başarısız veya yok; pip ile pyright yüklemesi deneniyor...,,DependencyInstaller.cs,86,npm başarısız veya yok; pip ile pyright yüklemesi deneniyor...
PyrightPipBasariylaYuklendi,pyright (pip) başarıyla yüklendi.,,DependencyInstaller.cs,90,pyright (pip) başarıyla yüklendi.
PyrightYuklemesiBasarisizOlduVeyaGerekliPaketYoneticisiBulunamadi,pyright yüklemesi başarısız oldu veya gerekli paket yöneticisi bulunamadı.,,DependencyInstaller.cs,95,pyright yüklemesi başarısız oldu veya gerekli paket yöneticisi bulunamadı.
OtomatikYuklemeDesteklenmiyorLutfenKurulumKilavuzunuTakipEdin,Otomatik yükleme desteklenmiyor; lütfen kurulum kılavuzunu takip edin.,,DependencyInstaller.cs,99,Otomatik yükleme desteklenmiyor; lütfen kurulum kılavuzunu takip edin.
CalistiriliyorCommand,Çalıştırılıyor: {command},,DependencyInstaller.cs,113,Çalıştırılıyor: {command}
DegisiklikleriInceleMdaiAgent,Değişiklikleri İncele - mdaiAgent,,DiffWindow.xaml,5,"Title=""Değişiklikleri İncele - mdaiAgent"""
AIBuDosyadaDegisiklikOneriyorLutfenInceleyin,⚠️ AI bu dosyada değişiklik öneriyor. Lütfen inceleyin.,,DiffWindow.xaml,47,"Text=""⚠️ AI bu dosyada değişiklik öneriyor. Lütfen inceleyin."""
YeniKodYapayZekaOnerisi,Yeni Kod (Yapay Zeka Önerisi),,DiffWindow.xaml,86,"Text=""Yeni Kod (Yapay Zeka Önerisi)"""
DegisiklikleriUygulamakIstiyorMusunuz,Değişiklikleri uygulamak istiyor musunuz?,,DiffWindow.xaml,102,"Text=""Değişiklikleri uygulamak istiyor musunuz?"""
ReddetVeIptalEt,❌ Reddet ve İptal Et,,DiffWindow.xaml,104,"Content=""❌ Reddet ve İptal Et"""
DegisiklikleriUygula,✔️ Değişiklikleri Uygula,,DiffWindow.xaml,105,"Content=""✔️ Değişiklikleri Uygula"""
GirisGerekli,Giriş Gerekli,,InputDialog.xaml,4,"Title=""Giriş Gerekli"""
LutfenBirIsimGirin,Lütfen bir isim girin:,,InputDialog.xaml,67,"Content=""Lütfen bir isim girin:"""
Giris,Giriş,,InputDialog.xaml.cs; InputDialog.xaml.cs,10,Giriş
KisayollarVeKomutlarMdaiAgent,Kısayollar ve Komutlar - mdaiAgent,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,8,"Title=""Kısayollar ve Komutlar - mdaiAgent"""
KisayollarVeKomutlar,⚡ Kısayollar ve Komutlar,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,117,"Text=""⚡ Kısayollar ve Komutlar"""
UygulamayiDahaVerimliKullanmakIcinKlavyeKisayollariVeAIKomutlari,Uygulamayı daha verimli kullanmak için klavye kısayolları ve AI komutları,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,118,"Text=""Uygulamayı daha verimli kullanmak için klavye kısayolları ve AI komutları"""
KlavyeKisayollari,⌨️ Klavye Kısayolları,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,121,"Header=""⌨️ Klavye Kısayolları"""
Kisayol,Kısayol,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,124,"Header=""Kısayol"""
Aciklama,Açıklama,,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs; KeyboardShortcutsWindow.xaml.cs; PluginManagerWindow.xaml; PluginManagerWindow.xaml; PluginManagerWindow.xaml,132,"Header=""Açıklama"""
SlashKomutlari,🤖 Slash Komutları (/),,KeyboardShortcutsWindow.xaml; KeyboardShortcutsWindow.xaml.cs,136,"Header=""🤖 Slash Komutları (/)"""
KomutPaletiniAc,Komut Paletini Aç,Open command palette,KeyboardShortcutsWindow.xaml.cs; Localization.cs,44,Komut Paletini Aç
AktifDosyayiKaydet,Aktif Dosyayı Kaydet,Save active file,KeyboardShortcutsWindow.xaml.cs; Localization.cs,45,Aktif Dosyayı Kaydet
TumDosyalariKaydet,Tüm Dosyaları Kaydet,Save all files,KeyboardShortcutsWindow.xaml.cs; Localization.cs,46,Tüm Dosyaları Kaydet
TerminalCiktisiniTemizle,Terminal Çıktısını Temizle,Clear terminal output,KeyboardShortcutsWindow.xaml.cs; Localization.cs; MainWindow.xaml.cs,47,Terminal Çıktısını Temizle
TerminalGirisineOdaklan,Terminal Girişine Odaklan,Focus terminal input,KeyboardShortcutsWindow.xaml.cs; Localization.cs,48,Terminal Girişine Odaklan
MetinEditorundeArama,Metin Editöründe Arama,Search in text editor,KeyboardShortcutsWindow.xaml.cs; Localization.cs,49,Metin Editöründe Arama
KomutPaletindeSeciliKomutuCalistirSohbetMesajiGonder,Komut Paletinde Seçili Komutu Çalıştır / Sohbet Mesajı Gönder,Run selected command in palette / send chat message,KeyboardShortcutsWindow.xaml.cs; Localization.cs,50,Komut Paletinde Seçili Komutu Çalıştır / Sohbet Mesajı Gönder
SohbetMesajindaYeniSatir,Sohbet Mesajında Yeni Satır,New line in chat message,KeyboardShortcutsWindow.xaml.cs; Localization.cs,51,Sohbet Mesajında Yeni Satır
KomutPaletindeGezinTerminalGecmisiniGezin,Komut Paletinde Gezin / Terminal Geçmişini Gezin,Navigate in command palette / terminal history,KeyboardShortcutsWindow.xaml.cs; Localization.cs,52,Komut Paletinde Gezin / Terminal Geçmişini Gezin
IstediginizProjeninTeknikMimariPlaniniCizerImplementationPlanMd,İstediğiniz projenin teknik mimari planını çizer (implementation_plan.md),Generates the technical architecture plan for your project (implementation_plan.md),KeyboardShortcutsWindow.xaml.cs; Localization.cs,58,İstediğiniz projenin teknik mimari planını çizer (implementation_plan.md)
CizilenPlaniUygulanabilirGorevKutucuklarinaChecklistBolerTaskMd,Çizilen planı uygulanabilir görev kutucuklarına (checklist) böler (task.md),Breaks the plan into actionable task checklist items (task.md),KeyboardShortcutsWindow.xaml.cs; Localization.cs,59,Çizilen planı uygulanabilir görev kutucuklarına (checklist) böler (task.md)
ProjenizIcinGereksinimlerDosyasiOlustururSpecMd,Projeniz için gereksinimler dosyası oluşturur (spec.md),Creates a requirements document for your project (spec.md),KeyboardShortcutsWindow.xaml.cs; Localization.cs,60,Projeniz için gereksinimler dosyası oluşturur (spec.md)
BelirlenenPlanaGoreKodlamayaVeUygulamayaBaslar,Belirlenen plana göre kodlamaya ve uygulamaya başlar,Starts coding and implementation according to the selected plan,KeyboardShortcutsWindow.xaml.cs; Localization.cs,61,Belirlenen plana göre kodlamaya ve uygulamaya başlar
ProjeninTemelKurallariniVeYapiTaslariniOlusturur,Projenin temel kurallarını ve yapı taşlarını oluşturur,Creates the basic rules and building blocks for the project,KeyboardShortcutsWindow.xaml.cs; Localization.cs,62,Projenin temel kurallarını ve yapı taşlarını oluşturur
KomutPaletiniKapatPencereleriKapat,Komut Paletini Kapat / Pencereleri Kapat,Close command palette / windows,KeyboardShortcutsWindow.xaml.cs,53,"Localization.Get('Komut Paletini Kapat / Pencereleri Kapat', 'Close command palette / windows')"
LSPYurutulebilirBulunamadiServerInfoExecutable,LSP yürütülebilir bulunamadı: {serverInfo.Executable},,LanguageServerService.cs,63,LSP yürütülebilir bulunamadı: {serverInfo.Executable}
ProjectPathProjesindeLocalPaketAramasiYapilacak,{projectPath} projesinde local paket araması yapılacak.,,LanguageServerService.cs,66,{projectPath} projesinde local paket araması yapılacak.
